jogador_pasta,img,nome,overall,gols_jogador,gols_time,assistencias_jogador,assistencias_time,finalizacoes_jogador,finalizacoes_time,precisao_finalizacoes_pct_jogador,precisao_finalizacoes_pct_time,passes_jogador,passes_time,precisao_passes_pct_jogador,precisao_passes_pct_time,dribles_jogador,dribles_time,taxa_dribles_certos_pct_jogador,taxa_dribles_certos_pct_time,divididas_jogador,divididas_time,taxa_divididas_ganhas_pct_jogador,taxa_divididas_ganhas_pct_time,impedimentos_jogador,impedimentos_time,faltas_cometidas_jogador,faltas_cometidas_time,posses_bola_ganhas_jogador,posses_bola_ganhas_time,perdas_posse_bola_jogador,perdas_posse_bola_time,minutos_jogados_media_time_jogador,minutos_jogados_media_time_time,distancia_percorrida_media_time_km_jogador,distancia_percorrida_media_time_km_time,distancia_corrida_media_time_km_jogador,distancia_corrida_media_time_km_time
,Captura de Tela (2375).png,Jefferson Lerma,76,0,1,0,0,0,11,0,55,13,84,77,83,10,69,90,90,4,15,25,40,0,1,0,2,2,16,3,12,96,70,"0,4","6,6","7,2","4,1"
,Captura de Tela (2376).png,Lewis Cook,77,0,1,0,0,0,11,0,55,4,84,75,83,3,69,100,90,0,15,0,40,0,1,0,2,0,16,1,12,45,70,"4,5","6,6","2,7","4,1"
,Captura de Tela (2377).png,Nathan Ferguson,72,0,1,0,0,0,11,0,55,4,84,50,83,3,69,67,90,1,15,100,40,0,1,0,2,1,16,1,12,51,70,"5,0","6,6","3,5",4
,Captura de Tela (2378).png,Mitchell,78,0,1,0,0,0,11,0,55,2,84,100,83,2,69,100,90,0,15,0,40,0,1,0,2,2,16,0,12,45,70,"5,0","6,6","3,4","4,1"
,Captura de Tela (2379).png,Gueéhi,82,0,1,0,0,0,11,0,55,5,84,100,83,5,69,100,90,2,15,0,40,0,1,1,2,0,16,0,12,96,70,"8,9","6,6","5,5","4,1"
,Captura de Tela (2380).png,Chris Richards,77,0,1,0,0,0,11,0,55,10,84,90,83,8,2,100,90,0,15,0,40,0,1,0,2,2,16,1,12,96,70,"8,1",6,"4,4","4,1"
,Captura de Tela (2381).png,Daniel Mufioz,77,0,1,0,0,0,11,0,55,2,84,50,83,2,69,100,90,0,15,0,40,0,1,0,2,0,16,0,12,37,70,"3,8","6,6","2,6",4
,Captura de Tela (2382).png,Tino Livramento,78,0,1,0,0,0,11,0,55,4,84,100,83,3,69,100,90,2,15,50,40,0,1,0,2,3,16,0,12,59,70,"6,3","6,6","4,5",4
,Captura de Tela (2436).png,Jean-Philippe Mateta,78,4,2,0,2,1,10,100,30,0,161,0,87,2,131,0,90,0,21,0,19,0,2,0,3,1,29,1,21,43,64,"3,7","5,8","2,1","3,7"
,Captura de Tela (2437).png,Daichi Kamada,81,0,2,0,2,0,10,0,30,10,161,100,87,9,131,67,90,0,21,0,19,0,2,0,3,1,29,3,21,51,64,"5,4","5,8","3,5","3,7"
,Captura de Tela (2438).png,Ismaila,83,0,2,0,2,2,10,50,30,17,161,71,87,15,131,93,90,2,21,50,19,0,2,1,3,2,29,4,21,94,64,"0,1","5,8","7,2","3,7"
,Captura de Tela (2439).png,Anthony Gordon,79,0,2,1,2,2,10,0,30,14,161,86,87,11,131,91,90,1,21,0,19,1,2,0,3,0,29,3,21,94,64,"9,5","5,8","6,4","3,7"
,Captura de Tela (2440).png,Will Hughes,76,0,2,0,2,0,10,0,30,7,161,100,87,6,131,67,90,1,21,0,19,0,2,0,3,1,29,1,21,31,64,"3,2","5,8","2,3","3,7"
,Captura de Tela (2441).png,Tom Davies,78,0,2,0,2,1,10,0,30,20,161,80,87,16,131,94,90,1,21,0,19,0,2,0,3,2,29,4,21,63,64,"6,0","5,8","3,6","3,7"
,Captura de Tela (2442).png,Jefferson Lerma,76,0,2,0,2,1,10,0,30,19,161,95,87,17,131,94,90,2,21,50,19,1,2,1,3,4,29,1,21,94,64,"9,1","5,8","5,8","3,7"
,Captura de Tela (2443).png,Lewis Cook,77,0,2,1,2,2,10,0,30,15,161,100,87,16,131,94,90,2,21,0,19,0,2,0,3,1,29,1,21,94,64,"8,7","5,8","5,2","3,7"
,Captura de Tela (2444).png,Djed Spence,77,0,2,0,2,0,10,0,30,1,161,100,87,2,131,50,90,1,21,0,19,0,2,0,3,0,29,0,21,14,64,"1,6","5,8","1,3","3,7"
,Captura de Tela (2445).png,Mitchell,78,0,2,0,2,0,10,0,30,16,161,88,87,11,131,100,90,4,21,25,19,0,2,0,3,5,29,1,21,80,64,"8,2","5,8","5,8","3,7"
,Captura de Tela (2446).png,Guéhi,82,0,2,0,2,0,10,0,30,11,161,100,87,8,131,100,90,2,21,0,19,0,2,0,3,1,29,0,21,63,64,"5,3","5,8","3,0","3,7"
,Captura de Tela (2447).png,Chris Richards,77,0,2,0,2,0,10,0,30,11,161,91,87,5,6131,100,90,2,21,0,19,0,2,0,3,3,29,0,21,94,64,"7,3","5,8","3,8","3,7"
,Captura de Tela (2448).png,Stanisic,75,1,2,0,2,1,10,100,30,2,161,100,87,0,131,0,90,1,21,100,19,0,2,0,3,2,29,0,21,31,64,"2,3","5,8","1,3","3,7"
,Captura de Tela (2449).png,Livramento,78,0,2,0,2,0,10,0,30,4,161,75,87,4,131,100,90,1,21,0,19,0,2,0,3,0,29,0,21,49,64,"4,4","5,8","2,9","3,7"
,Captura de Tela (2450).png,Daniel Mufioz,77,0,2,0,2,0,10,0,30,10,161,60,87,9,131,100,90,1,21,0,19,0,2,1,3,2,29,1,21,45,64,"5,0","5,8","3,5","3,7"
,Captura de Tela (2451).png,Caoimhin Kelleher,77,,,,5,,5,,5,,0,,100,,0,,0,,,,,,3,,1,,0,,0,,1,,0,,0
,Captura de Tela (2464).png,Eddie Nketiah,77,0,0,0,0,0,5,0,60,1,76,100,86,1,54,100,98,0,8,0,0,0,0,0,0,0,11,0,10,20,85,"1,9","7,2","1,2","4,3"
,Captura de Tela (2465).png,Jorge Pinto,71,0,0,0,0,0,5,0,60,7,76,100,86,3,54,100,98,0,8,0,0,0,0,0,0,0,11,0,10,73,85,"5,9","7,2","3,3",43
,Captura de Tela (2466).png,Daichi Kamada,81,0,0,0,0,2,5,100,60,12,76,83,86,10,54,100,98,2,8,0,0,0,0,0,0,0,11,3,10,93,85,"8,6","7,2","5,2",43
,Captura de Tela (2467).png,Ismaila Sarr,83,0,0,0,0,0,5,0,60,2,76,100,86,3,54,67,98,0,8,0,0,0,0,0,0,0,11,1,10,93,85,"9,4","7,2","6,5",43
,Captura de Tela (2468).png,Anthony Gordon,79,0,0,0,0,2,5,50,60,11,76,73,86,9,54,100,98,0,8,0,0,0,0,0,0,1,11,2,10,93,85,"9,1","7,2","6,1","4,3"
,Captura de Tela (2469).png,Tom Davies,78,0,0,0,0,1,5,0,60,11,76,100,86,10,54,100,98,0,8,0,0,0,0,0,0,2,11,0,10,93,85,"8,5","7,2","5,1","4,3"
,Captura de Tela (2470).png,Will Hughes,76,0,0,0,0,0,5,0,60,16,76,75,86,10,54,100,98,2,8,0,0,0,0,0,0,1,11,3,10,93,85,"8,2","7,2","4,7",43
,Captura de Tela (2471).png,Djed Spence,77,0,0,0,0,0,5,0,60,3,76,67,86,3,54,100,98,0,8,0,0,0,0,0,0,1,11,1,10,93,85,"9,1","7,2",2,43
,Captura de Tela (2472).png,Josip Stanisic,75,0,0,0,0,0,5,0,60,4,76,100,86,1,54,100,98,2,8,0,0,0,0,0,0,1,11,0,10,93,85,"6,9","7,2","3,6",43
,Captura de Tela (2473).png,James Tomkins,71,0,0,0,0,0,5,0,60,1,76,100,86,0,54,0,98,1,8,0,0,0,0,0,0,2,11,0,10,93,85,"6,8","7,2","3,3",43
,Captura de Tela (2474).png,Tino Livramento,78,0,0,0,0,0,5,0,60,8,76,88,86,4,54,100,98,1,8,0,0,0,0,0,0,3,11,0,10,93,85,"9,1","7,2","6,1","4,3"
,Captura de Tela (2475).png,Caoimhin Kelleher,77,0,0,0,0,0,5,0,60,0,76,0,86,0,54,0,98,0,8,0,0,0,0,0,0,0,11,0,10,93,85,"3,1","7,2","0,7",43
,Captura de Tela (2553).png,Jorge Pinto,71,0,2,0,1,1,18,100,44,4,169,75,87,6,145,83,90,0,23,0,39,0,1,0,5,0,34,2,29,29,68,"2,7","6,8","1,8","4,7"
,Captura de Tela (2554).png,Eddie Nketiah,77,0,2,0,1,0,18,0,44,10,169,80,87,8,145,75,90,0,23,0,39,0,1,0,5,0,34,2,29,64,68,"6,2","6,8","3,8","4,7"
,Captura de Tela (2555).png,Ismaila Sarr,83,0,2,0,1,5,18,20,44,18,169,89,87,17,145,94,90,1,23,0,39,0,1,0,5,3,34,5,29,93,68,"9,8","6,8","7,0","4,7"
,Captura de Tela (2556).png,Anthony Gordon,79,1,2,1,1,3,18,33,44,14,169,93,87,11,145,82,90,0,23,0,39,0,1,0,5,2,34,3,29,93,68,"0,2","6,8","7,4","4,7"
,Captura de Tela (2557).png,Will Hughes,76,0,2,0,1,0,18,0,44,4,169,100,87,4,145,100,90,1,23,100,39,0,1,1,5,1,34,0,29,29,68,"2,9","6,8","2,1","4,7"
,Captura de Tela (2558).png,Lewis Cook,77,0,2,0,1,3,18,67,44,9,169,89,87,12,145,92,90,3,23,33,39,0,1,1,5,1,34,3,29,64,68,"7,0","6,8","5,1","4,7"
,Captura de Tela (2559).png,Davies,78,1,2,0,1,3,18,67,44,15,169,93,87,15,145,87,90,1,23,0,39,0,1,0,5,2,34,2,29,93,68,"0,1","6,8","7,4","4,7"
,Captura de Tela (2560).png,Died Spence,77,0,2,0,1,0,18,0,44,4,169,100,87,4,145,100,90,0,23,0,39,0,1,0,5,0,34,0,29,22,68,"2,6","6,8","2,0","4,7"
,Captura de Tela (2561).png,Tyrick Mitchell,78,0,2,0,1,1,18,0,44,16,169,81,87,16,145,88,90,4,23,50,39,0,1,1,5,4,34,2,29,71,68,"8,5","6,8","6,7","4,7"
,Captura de Tela (2562).png,Marc Guehi,82,0,2,0,1,1,18,0,44,8,169,88,87,6,145,100,90,1,23,100,39,0,1,1,5,5,34,1,29,93,68,"8,7","6,8","5,4","4,7"
,Captura de Tela (2563).png,Jefferson Lerma,76,0,2,0,1,0,18,0,44,26,169,81,87,19,145,95,90,3,23,33,39,0,1,1,5,4,34,2,29,93,68,"9,9","6,8","7,1","4,7"
,Captura de Tela (2564).png,Chris Richards,77,0,2,0,1,1,18,100,44,12,169,92,87,8,145,100,90,5,23,20,39,0,1,0,5,4,34,1,29,93,68,"8,5","6,8","5,3","4,7"
,Captura de Tela (2565).png,Tino Livramento,78,0,2,0,1,0,18,0,44,20,169,95,87,16,145,88,90,3,23,67,39,1,1,0,5,2,34,2,29,71,68,"8,5","6,8","6,6","4,7"
,Captura de Tela (2566).png,Daniel Mufioz,77,0,2,0,1,0,18,0,44,1,169,100,87,2,145,50,90,1,23,0,39,0,1,0,5,1,34,1,29,22,68,"2,4","6,8","1,7","4,7"
,Captura de Tela (2634).png,Ismaila Sarr,83,0,2,0,1,1,8,0,38,5,169,100,85,5,141,60,83,0,14,0,7,0,1,0,3,0,38,1,36,76,78,"8,4","7,8","5,8","5,1"
,Captura de Tela (2635).png,Anthony Gordon,79,0,2,0,1,2,8,50,38,5,169,40,85,6,141,83,83,1,14,0,7,0,1,0,3,2,38,4,36,51,78,"5,7","7,8","3,7","5,1"
,Captura de Tela (2636).png,Daichi Kamada,81,0,2,0,1,1,8,0,38,9,169,89,85,12,141,75,83,1,14,0,7,0,1,0,3,1,38,3,36,70,78,"7,2","7,8","4,8","5,1"
,Captura de Tela (2637).png,Reece Paterson,71,2,2,0,1,4,8,50,38,19,169,79,85,26,141,77,83,1,14,0,7,0,1,0,3,4,38,8,36,121,78,"3,3","7,8","9,1","5,1"
,Captura de Tela (2638).png,Jorge Pinto,71,0,2,1,1,0,8,0,38,13,169,62,85,8,141,75,83,0,14,0,7,0,1,0,3,0,38,3,36,121,78,"1,7","7,8","7,0","5,1"
,Captura de Tela (2639).png,Rak-Sakyi,73,0,2,0,1,0,8,0,38,3,169,100,85,2,141,50,83,0,14,0,7,0,1,0,3,0,38,1,36,45,78,"4,9","7,8","3,6","5,1"
,Captura de Tela (2640).png,Jefferson Lerma,76,0,2,0,1,0,8,0,38,14,169,93,85,10,141,100,83,0,14,0,7,0,1,0,3,2,38,1,36,76,78,"8,5","7,8","6,0","5,1"
,Captura de Tela (2641).png,Lewis Cook,77,0,2,0,1,0,8,0,38,10,169,90,85,9,141,89,83,1,14,0,7,0,1,0,3,1,38,2,36,45,78,"5,2","7,8","3,8","5,1"
,Captura de Tela (2642).png,Tom Davies,78,0,2,0,1,0,8,0,38,2,169,100,85,2,141,100,83,0,14,0,7,0,1,0,3,0,38,0,36,31,78,"3,2","7,8","2,2","5,1"
,Captura de Tela (2643).png,Will Hughes,76,0,2,0,1,0,8,0,38,12,169,83,85,12,141,75,83,1,14,0,7,0,1,1,3,1,38,4,36,90,78,"9,3","7,8","6,0","5,1"
,Captura de Tela (2644).png,Nathan Ferguson,72,0,2,0,1,0,8,0,38,9,169,89,85,6,141,100,83,0,14,0,7,0,1,0,3,0,38,1,36,45,78,"5,3","7,8","3,9","5,1"
,Captura de Tela (2645).png,Djed Spence,77,0,2,0,1,0,8,0,38,12,169,83,85,9,141,67,83,3,14,0,7,0,1,0,3,4,38,3,36,121,78,"3,7","7,8","9,8","5,1"
,Captura de Tela (2646).png,Chris Richards,77,0,2,0,1,0,8,0,38,8,169,100,85,7,141,86,83,1,14,0,7,0,1,0,3,2,38,0,36,59,78,"5,8","7,8","3,5","5,1"
,Captura de Tela (2647).png,Josip Stanisic,75,0,2,0,1,0,8,0,38,11,169,91,85,6,141,100,83,2,14,50,7,0,1,1,3,7,38,1,36,62,78,"5,8","7,8","3,6","5,1"
,Captura de Tela (2648).png,Daniel Mujioz,77,0,2,0,1,0,8,0,38,14,169,86,85,12,141,92,83,3,14,0,7,0,1,0,3,4,38,3,36,121,78,"1,1","7,8","6,4","5,1"
,Captura de Tela (2649).png,Tino Livramento,78,0,2,0,1,0,8,0,38,11,169,100,85,7,141,100,83,0,14,0,7,1,1,1,3,3,38,0,36,76,78,"8,8","7,8","6,4","5,1"
,Captura de Tela (2788).png,Eddie Nketiah,77,0,1,0,1,1,7,100,71,0,67,0,85,1,59,100,90,0,7,0,57,0,0,0,1,0,17,1,16,18,63,"1,8","6,4","1,2","4,4"
,Captura de Tela (2789).png,Jorge Pinto,71,0,1,0,1,0,7,0,71,5,67,80,85,5,59,80,90,0,7,0,57,0,0,0,1,0,17,1,16,75,63,"7,2","6,4","4,4","4,4"
,Captura de Tela (2790).png,Daichi Kamada,81,1,1,0,1,2,7,100,71,7,67,86,85,8,59,100,90,0,7,0,57,0,0,0,1,1,17,1,16,93,63,"9,8","6,4","6,3",7
,Captura de Tela (2791).png,Jesurun Rak-Sakyi,73,0,1,0,1,0,7,0,71,6,67,100,85,5,59,100,90,0,7,0,57,0,0,0,1,1,17,0,16,93,63,"1,2","6,4","8,6",7
,Captura de Tela (2792).png,Anthony Gordon,79,0,1,0,1,1,7,100,71,8,67,63,85,7,59,57,90,0,7,0,57,0,0,0,1,2,17,6,16,93,63,"0,5","6,4","7,7",7
,Captura de Tela (2793).png,Will Hughes,76,0,1,0,1,0,7,0,71,0,67,0,85,0,59,0,90,0,7,0,57,0,0,0,1,0,17,0,16,18,63,"1,6","6,4","0,8",7
,Captura de Tela (2794).png,Tom Davies,78,0,1,0,1,2,7,50,71,10,67,70,85,12,59,83,90,1,7,100,57,0,0,0,1,2,17,6,16,75,63,"8,6","6,4","6,4",7
,Captura de Tela (2795).png,Nathaniel Clyne,68,0,1,0,1,0,7,0,71,0,67,0,85,0,59,0,90,0,7,0,57,0,0,0,1,0,17,0,16,3,63,"0,3","6,4","0,2","4,4"
,Captura de Tela (2796).png,Daniel Iehvey,77,0,1,1,1,0,7,0,71,8,67,100,85,6,59,100,90,1,7,0,57,0,0,0,1,2,17,0,16,90,63,"9,6","6,4","6,5","4,4"
,Captura de Tela (2797).png,Nathan Ferguson,72,0,1,0,1,1,7,0,71,5,67,100,85,5,59,100,90,2,7,50,57,0,0,0,1,1,17,0,16,90,63,"0,8","6,4","8,0","4,4"
,Captura de Tela (2798).png,James Tomkins,70,0,1,0,1,0,7,0,71,0,67,0,85,0,59,0,90,0,7,0,57,0,0,0,1,0,17,0,16,18,63,"1,5","6,4","0,8","4,4"
,Captura de Tela (2799).png,George Coleman,65,0,1,0,1,0,7,0,71,5,67,100,85,2,59,100,90,1,7,100,57,0,0,1,1,2,17,0,16,75,63,"6,7","6,4","4,1","4,4"
,Captura de Tela (2800).png,Josip Stanisic,75,0,1,0,1,0,7,0,71,3,67,67,85,2,59,100,90,2,7,50,57,0,0,0,1,1,17,0,16,93,63,"8,4","6,4","5,3",7
,Captura de Tela (2801).png,Died Spence,77,0,1,0,1,0,7,0,71,9,67,89,85,6,59,100,90,0,7,0,57,0,0,0,1,4,17,1,16,93,63,"1,0","6,4","8,3","4,4"
,Captura de Tela (2806).png,Jorge Pinto,72,0,0,0,0,0,11,0,27,2,66,100,77,1,53,100,96,0,15,0,47,0,0,0,1,0,16,0,15,33,64,"3,3","4,7","2,00","4,6"
,Captura de Tela (2807).png,Eddie Nketiah,77,0,0,0,0,0,11,0,27,5,66,100,77,4,53,100,96,0,15,0,47,0,0,0,1,0,16,0,15,61,64,"6,2","6,7","3,9","4,6"
,Captura de Tela (2808).png,Reece Paterson,72,0,0,0,0,1,11,0,27,4,66,75,77,5,53,100,96,0,15,0,47,0,0,0,1,0,16,1,15,33,64,"3,5","6,7","2,5","4,6"
,Captura de Tela (2809).png,Daichi Kamada,81,0,0,0,0,1,11,0,27,4,66,50,77,4,53,100,96,0,15,0,47,0,0,0,1,0,16,1,15,61,64,"6,6","6,7","4,5","4,6"
,Captura de Tela (2810).png,Ismaila Sarr,83,0,0,0,0,6,11,33,27,4,66,50,77,8,53,100,96,1,15,0,47,0,0,0,1,0,16,4,15,94,64,"1,2","6,7","8,6","4,6"
,Captura de Tela (2811).png,Anthony Gordon,79,0,0,0,0,1,11,100,27,9,66,56,77,7,53,100,96,0,15,0,47,0,0,0,1,1,16,1,15,94,64,"0,3","6,7","7,2","44,6"
,Captura de Tela (2812).png,Ba Davies,79,0,0,0,0,2,11,0,27,9,66,89,77,7,53,100,96,1,15,0,47,0,0,1,1,1,16,2,15,94,64,"0,8","6,7","8,1","4,6"
,Captura de Tela (2813).png,Nathan Ferguson,72,0,0,0,0,0,11,0,27,4,66,100,77,2,53,50,96,2,15,0,47,0,0,0,1,2,16,1,15,49,64,"6,0","6,7","4,7","4,6"
,Captura de Tela (2814).png,Mitchell,78,0,0,0,0,0,11,0,27,2,66,50,77,2,53,100,96,0,15,0,47,0,0,0,1,0,16,1,15,45,64,"5,5","46,7","4,2","4,6"
,Captura de Tela (2815).png,Marc Guehi,82,0,0,0,0,0,11,0,27,0,66,0,77,0,53,0,96,0,15,0,47,0,0,0,1,0,16,0,15,45,64,"4,5","6,7","3,0","4,6"
,Captura de Tela (2816).png,Chris Richards,77,0,0,0,0,0,11,0,27,3,66,100,77,1,53,100,96,4,15,100,47,0,0,0,1,4,16,0,15,94,64,"9,4","6,7","6,0","4,6"
,Captura de Tela (2817).png,Stanisic,75,0,0,0,0,0,11,0,27,4,66,100,77,2,53,100,96,1,15,0,47,0,0,0,1,2,16,0,15,49,64,"5,3","6,7","3,6","4,6"
,Captura de Tela (2818).png,Died Spence,77,0,0,0,0,0,11,0,27,1,66,0,77,1,53,100,96,2,15,0,47,0,0,0,1,0,16,1,15,33,64,"4,2","6,7","3,4","4,6"
,Captura de Tela (2819).png,Tino Livramento,78,0,0,0,0,0,11,0,27,5,66,100,77,4,53,75,96,2,15,50,47,0,0,0,1,3,16,0,15,61,64,"6,8","6,7",49,"4,6"
,Captura de Tela (2918).png,Eddie Nketiah,77,0,2,0,2,2,12,50,42,11,183,82,90,8,151,100,89,1,21,0,33,0,1,0,2,0,27,2,25,92,63,"8,4","5,9","5,0","3,7"
,Captura de Tela (2919).png,Se Anthony,79,0,2,1,2,1,12,0,42,25,183,88,90,21,151,86,89,2,21,0,33,1,1,0,2,3,27,3,25,92,63,"9,6","5,9","6,4","3,7"
,Captura de Tela (2920).png,Reece Paterson,72,1,2,0,2,4,12,50,42,9,183,100,90,17,151,71,89,1,21,100,33,0,1,0,2,1,27,3,25,47,63,"5,3","5,9","3,9","3,7"
,Captura de Tela (2921).png,Se Daichi,81,0,2,0,2,0,12,0,42,1,183,100,90,2,151,50,89,0,21,0,33,0,1,0,2,0,27,1,25,19,63,"2,2","5,9","1,6","3,7"
,Captura de Tela (2922).png,Ismaila,84,1,2,0,2,4,12,50,42,12,183,92,90,13,151,77,89,0,21,0,33,0,1,0,2,0,27,5,25,73,63,"7,5","5,9","5,0","3,7"
,Captura de Tela (2923).png,Davies,79,0,2,0,2,0,12,0,42,19,183,95,90,17,151,100,89,2,21,50,33,0,1,0,2,1,27,0,25,92,63,"9,0","5,9","5,8","3,7"
,Captura de Tela (2924).png,Jefferson Lerma,76,0,2,0,2,1,12,0,42,25,183,88,90,19,151,100,89,2,21,0,33,0,1,0,2,4,27,3,25,92,63,"8,8","5,9","5,4","3,7"
,Captura de Tela (2925).png,Will Hughes,76,0,2,0,2,0,12,0,42,10,183,80,90,8,151,88,89,3,21,0,33,0,1,1,2,1,27,1,25,45,63,"4,5","5,9","2,9","3,7"
,Captura de Tela (2926).png,Nathan Ferguson,72,0,2,0,2,0,12,0,42,5,183,80,90,3,151,33,89,0,21,0,33,0,1,0,2,2,27,2,25,23,63,"2,4","5,9","1,8","3,7"
,Captura de Tela (2927).png,Tyrick Mitchell,78,0,2,1,2,0,12,0,42,19,183,95,90,14,151,100,89,2,21,50,33,0,1,0,2,4,27,1,25,69,63,"7,2","5,9","4,8","3,7"
,Captura de Tela (2928).png,George Coleman,65,0,2,0,2,0,12,0,42,1,183,100,90,1,151,100,89,1,21,100,33,0,1,1,2,0,27,0,25,23,63,"1,9","5,9","1,2","3,7"
,Captura de Tela (2929).png,Josip Stanisic,75,0,2,0,2,0,12,0,42,10,183,100,90,5,151,100,89,2,21,100,33,0,1,0,2,2,27,0,25,69,63,"5,8","5,9","3,2","3,7"
,Captura de Tela (2930).png,Chris Richards,77,0,2,0,2,0,12,0,42,17,183,100,90,10,151,100,89,2,21,50,33,0,1,0,2,7,27,0,25,92,63,"7,8","5,9","4,5","3,7"
,Captura de Tela (2931).png,Died Spence,77,0,2,0,2,0,12,0,42,0,183,0,90,1,151,0,89,1,21,0,33,0,1,0,2,0,27,1,25,23,63,"2,7","5,9","2,1","3,7"
,Captura de Tela (2932).png,Tino Livramento,78,0,2,0,2,0,12,0,42,12,183,75,90,10,151,100,89,2,21,0,33,0,1,0,2,1,27,2,25,69,63,"7,6","5,9","5,5","3,7"
,Captura de Tela (3028).png,Ismaila Sarr,84,1,2,0,1,5,9,60,56,10,179,70,88,11,146,82,91,0,26,0,54,0,0,0,1,2,27,7,26,92,72,"8,4","6,6","5,2","4,2"
,Captura de Tela (3029).png,Reece Paterson,72,0,2,0,1,1,9,0,56,9,179,89,88,12,146,67,91,0,26,0,54,0,0,0,1,1,27,4,26,92,72,"9,3","6,6","6,2","4,2"
,Captura de Tela (3030).png,Anthony Gordon,79,1,2,0,1,2,9,100,56,17,179,82,88,13,146,92,91,2,26,100,54,0,0,0,1,2,27,3,26,92,72,"9,1","6,6","5,9","4,2"
,Captura de Tela (3031).png,Will Hughes,76,0,2,0,1,0,9,0,56,4,179,50,88,3,146,100,91,0,26,0,54,0,0,0,1,0,27,2,26,20,72,"2,0","6,6","1,5","4,2"
,Captura de Tela (3032).png,Davies,79,0,2,0,1,1,9,0,56,20,179,100,88,18,146,89,99,2,26,0,54,0,0,1,1,1,27,1,26,72,72,"7,1","6,6","4,6","4,2"
,Captura de Tela (3033).png,Jefferson Lerma,76,0,2,0,1,0,9,0,56,26,179,77,88,20,146,100,97,3,26,33,54,0,0,0,1,2,27,4,26,92,72,"8,9","6,6","5,7","4,2"
,Captura de Tela (3034).png,Lewis Cook,77,0,2,1,1,0,9,0,56,30,179,97,88,27,146,96,91,3,26,0,54,0,0,0,1,2,27,2,26,92,72,"9,1","6,6","6,0","4,2"
,Captura de Tela (3035).png,Died Spence,77,0,2,0,1,0,9,0,56,3,179,100,88,2,146,100,71,1,26,100,54,0,0,0,1,0,27,0,26,31,72,"3,1","6,6","2,3","4,2"
,Captura de Tela (3036).png,Tyrick Mitchell,78,0,2,0,1,0,9,0,56,11,179,91,88,8,146,88,9,1,26,100,54,0,0,0,1,2,27,0,26,61,72,"6,4","6,6","4,5","4,2"
,Captura de Tela (3037).png,Marc Guchi,82,0,2,0,1,0,9,0,56,2,179,100,88,1,146,100,71,1,26,0,54,0,0,0,1,0,27,0,26,15,72,"1,3","6,6","0,8","4,2"
,Captura de Tela (3038).png,Chris Richards,77,0,2,0,1,0,9,0,56,11,179,91,88,8,146,100,1,2,26,100,54,0,0,0,1,4,27,0,26,77,72,"6,8","6,6","3,9","4,2"
,Captura de Tela (3039).png,Josip Stanisic,75,0,2,0,1,0,9,0,56,9,179,100,88,8,146,88,91,6,26,67,54,0,0,0,1,5,27,1,26,92,72,"7,7","6,6","4,1","4,2"
,Captura de Tela (3040).png,Tino Livramento,78,0,2,0,1,0,9,0,56,19,179,84,88,14,146,93,91,5,26,60,54,0,0,0,1,5,27,2,26,92,72,"9,6","6,6","6,7","4,2"
,Captura de Tela (3175).png,Ismaita Sarr,84,1,2,0,2,3,8,67,63,10,159,90,81,6,131,83,92,0,20,0,25,0,1,0,5,1,27,1,26,93,68,"8,2","6,2","4,8","3,9"
,Captura de Tela (3176).png,Daichi Kamada,81,0,2,1,2,0,8,0,63,2,159,50,81,2,131,100,92,0,20,0,25,0,1,0,5,0,27,1,26,21,68,"2,0","6,2","1,3","3,9"
,Captura de Tela (3177).png,Anthony Gordon,79,0,2,0,2,1,8,100,63,15,159,80,81,14,131,79,92,1,20,0,25,1,1,0,5,2,27,4,26,93,68,"9,1","6,2","5,8","3,9"
