jogador_pasta,img,nome,overall,gols_jogador,gols_time,assistencias_jogador,assistencias_time,finalizacoes_jogador,finalizacoes_time,precisao_finalizacoes_pct_jogador,precisao_finalizacoes_pct_time,passes_jogador,passes_time,precisao_passes_pct_jogador,precisao_passes_pct_time,dribles_jogador,dribles_time,taxa_dribles_certos_pct_jogador,taxa_dribles_certos_pct_time,divididas_jogador,divididas_time,taxa_divididas_ganhas_pct_jogador,taxa_divididas_ganhas_pct_time,impedimentos_jogador,impedimentos_time,faltas_cometidas_jogador,faltas_cometidas_time,posses_bola_ganhas_jogador,posses_bola_ganhas_time,perdas_posse_bola_jogador,perdas_posse_bola_time,minutos_jogados_media_time_jogador,minutos_jogados_media_time_time,distancia_percorrida_media_time_km_jogador,distancia_percorrida_media_time_km_time,distancia_corrida_media_time_km_jogador,distancia_corrida_media_time_km_time
,Captura de Tela (1721).png,Jean-Philippe Mateta,79,0,0,0,0,2,6,0,0,7,110,86,93,6,99,83,91,0,11,0,45,0,0,0,0,0,17,3,18,91,71,"8,4","7,6","4,4","5,2"
,Captura de Tela (1722).png,Daichi Kamada,80,0,0,0,0,1,6,0,0,10,110,100,93,11,99,91,91,1,11,100,45,0,0,0,0,2,17,2,18,91,71,"0,0","7,6","6,9","5,2"
,Captura de Tela (1723).png,Jesurun Rak-Sakyi,72,0,0,0,0,0,6,0,0,6,110,100,93,9,99,44,91,0,11,0,45,0,0,0,0,1,17,5,18,71,71,"1,1","7,6","8,5","5,2"
,Captura de Tela (1724).png,Banks,66,0,0,0,0,0,6,0,0,0,110,0,93,0,99,0,91,0,11,0,45,0,0,0,0,0,17,0,18,26,71,"3,3","7,6","2,7",52
,Captura de Tela (1725).png,Ismaila Sarr,82,0,0,0,0,0,6,0,0,11,110,100,93,11,99,91,91,0,11,0,45,0,0,0,0,0,17,1,18,65,71,"8,0","7,6","6,0","5,2"
,Captura de Tela (1726).png,Kevin Kampl,79,0,0,0,0,1,6,0,0,10,110,90,93,11,99,100,91,2,11,50,45,0,0,0,0,1,17,2,18,91,71,"0,4","7,6","7,5","5,2"
,Captura de Tela (1727).png,Will Hughes,76,0,0,0,0,0,6,0,0,4,110,100,93,2,99,100,91,0,11,0,45,0,0,0,0,0,17,0,18,26,71,"2,9","7,6","1,9","5,2"
,Captura de Tela (1728).png,Cheick Doucouré,77,0,0,0,0,2,6,0,0,12,110,83,93,12,99,92,91,0,11,0,45,0,0,0,0,1,17,2,18,65,71,"7,6","7,6","5,5","5,2"
,Captura de Tela (1729).png,Chris Richards,76,0,0,0,0,0,6,0,0,10,110,90,93,8,99,100,91,3,11,0,45,0,0,0,0,2,17,1,18,91,71,"9,1","7,6","6,0","5,2"
,Captura de Tela (1730).png,Daniel Munoz,77,0,0,0,0,0,6,0,0,19,110,95,93,16,99,100,91,2,11,50,45,0,0,0,0,3,17,1,18,91,71,"1,2","7,6","8,3","5,2"
,Captura de Tela (1734).png,Eddie Nketiah,76,0,1,0,1,0,5,0,80,5,106,40,87,4,93,75,92,0,5,0,60,0,0,0,0,0,17,4,19,25,67,"2,5","6,6","1,6","4,3"
,Captura de Tela (1735).png,Jean-Philippe Mateta,79,0,1,0,1,0,5,0,80,4,106,75,87,4,93,75,92,0,5,0,60,0,0,0,0,0,17,2,19,67,67,"5,7","6,6","2,7",43
,Captura de Tela (1736).png,Sarr,82,1,1,0,1,2,5,100,80,9,106,89,87,9,93,89,92,0,5,0,60,0,0,0,0,1,17,2,19,92,67,"9,8","6,6","6,5",43
,Captura de Tela (1737).png,Anthony Gordon,78,0,1,0,1,1,5,100,80,12,106,83,87,11,93,82,92,0,5,0,60,0,0,0,0,2,17,3,19,92,67,"9,9","6,6","6,6",43
,Captura de Tela (1738).png,Lewis Cook,77,0,1,0,1,0,5,0,80,4,106,100,87,2,93,100,92,0,5,0,60,0,0,0,0,0,17,0,19,47,67,"4,9","6,6","3,3",43
,Captura de Tela (1739).png,Ai Davies,77,0,1,0,1,2,5,50,80,10,106,80,87,13,93,92,92,0,5,0,60,0,0,0,0,0,17,4,19,45,67,"5,3","6,6","3,6",43
,Captura de Tela (1740).png,Jefferson Lerma,76,0,1,0,1,0,5,0,80,9,106,100,87,6,93,100,92,0,5,0,60,0,0,0,0,2,17,0,19,67,67,"7,7","6,6","5,5",43
,Captura de Tela (1741).png,Nathan Ferguson,71,0,1,1,1,0,5,0,80,14,106,86,87,12,93,100,92,1,5,100,60,0,0,0,0,3,17,2,19,92,67,"0,4","6,6","7,5",43
,Captura de Tela (1742).png,Joachim Andersen,79,0,1,0,1,0,5,0,80,4,106,100,87,4,93,100,92,1,5,100,60,0,0,0,0,1,17,0,19,92,67,"8,3","6,6",48,43
,Captura de Tela (1743).png,Chris Richards,76,0,1,0,1,0,5,0,80,1,106,100,87,0,93,0,92,0,5,0,60,0,0,0,0,1,17,0,19,47,67,"4,4","6,6","2,8",43
,Captura de Tela (1787).png,Daichi Kamada,80,0,4,1,2,5,23,60,61,18,192,94,92,21,169,95,93,0,8,0,63,0,0,0,1,0,28,4,23,93,63,"9,0","5,6","5,7","3,4"
,Captura de Tela (1788).png,Sesurun Rak-Sakyi,72,0,4,0,2,0,23,0,61,7,192,86,92,6,169,67,93,0,8,0,63,0,0,0,1,0,28,1,23,30,63,"3,0","5,6","1,9","3,4"
,Captura de Tela (1789).png,Ismaita Sarr,82,1,4,0,2,4,23,75,61,16,192,94,92,13,169,92,93,0,8,0,63,0,0,0,1,3,28,3,23,63,63,"6,8","5,6","4,7","3,4"
,Captura de Tela (1790).png,Eddie Nketiah,76,0,4,0,2,2,23,50,61,17,192,76,92,14,169,79,93,1,8,0,63,0,0,1,1,0,28,4,23,93,63,"8,2","5,6","4,7","3,4"
,Captura de Tela (1791).png,Anthony Gordon,78,2,4,0,2,5,23,80,61,22,192,77,92,17,169,88,93,0,8,0,63,0,0,0,1,3,28,5,23,88,63,"9,2","5,6","6,2","3,4"
,Captura de Tela (1792).png,Lewis Cook,77,1,4,1,2,5,23,40,61,31,192,100,92,33,169,97,93,0,8,0,63,0,0,0,1,4,28,1,23,93,63,"9,2","5,6","6,0","3,4"
,Captura de Tela (1793).png,Marc Guehi,81,0,4,0,2,0,23,0,61,9,192,100,92,8,169,100,93,1,8,100,63,0,0,0,1,4,28,0,23,93,63,"7,5","5,6","3,9","3,4"
,Captura de Tela (1794).png,Jean-Philippe Mateta,79,0,4,0,2,2,23,50,61,0,192,0,92,1,169,100,93,0,8,0,63,0,0,0,1,0,28,1,23,5,63,"0,4","5,6","0,2","3,4"
,Captura de Tela (1811).png,Jean-Philippe Mateta,79,0,1,0,1,3,6,100,83,4,90,75,82,6,67,50,82,0,5,0,40,0,0,0,0,0,18,6,20,92,72,"7,5","6,9","3,6",7
,Captura de Tela (1812).png,Ismaila Sarr,82,1,1,0,1,2,6,100,83,4,90,50,82,1,67,100,82,0,5,0,40,0,0,0,0,0,18,0,20,71,72,"7,5","6,9","5,3",7
,Captura de Tela (1813).png,Jesurun Rak-Sakyi,72,0,1,1,1,0,6,0,83,7,90,86,82,6,67,67,82,1,5,100,40,0,0,0,0,1,18,0,20,92,72,"9,6","6,9","6,4",7
,Captura de Tela (1814).png,Davies,77,0,1,0,1,0,6,0,83,8,90,100,82,6,67,83,82,1,5,0,40,0,0,0,0,2,18,0,20,92,72,"9,5","6,9","6,3",7
,Captura de Tela (1815).png,Jefferson Lerma,76,0,1,0,1,0,6,0,83,5,90,80,82,4,67,100,82,0,5,0,40,0,0,0,0,1,18,0,20,71,72,"7,3","6,9","4,7",7
,Captura de Tela (1816).png,Kevin Kampl,79,0,1,0,1,1,6,0,83,10,90,80,82,10,67,90,82,1,5,0,40,0,0,0,0,0,18,3,20,92,72,"9,2","6,9","5,6","4,4"
,Captura de Tela (1817).png,Chris Richards,76,0,1,0,1,0,6,0,83,13,90,69,82,8,67,88,82,0,5,0,40,0,0,0,0,1,18,4,20,71,72,"7,0","6,9","4,5",7
,Captura de Tela (1818).png,Nathaniel Clyne,69,0,1,0,1,0,6,0,83,9,90,78,82,5,67,100,82,1,5,100,40,0,0,0,0,3,18,1,20,92,72,"0,2","6,9","7,4",7
,Captura de Tela (1850).png,Jean-Philippe Mateta,79,0,0,0,0,0,0,0,0,1,79,100,86,1,66,100,95,0,12,0,33,0,0,0,1,0,9,0,9,28,67,"2,4","6,0","1,3","3,5"
,Captura de Tela (1851).png,Daichi Kamada,80,0,0,0,0,0,0,0,0,4,79,100,86,5,66,80,95,0,12,0,33,0,0,0,1,0,9,1,9,92,67,"8,4","6,0","4,6","3,5"
,Captura de Tela (1852).png,Anthony Gordon,78,0,0,0,0,0,0,0,0,6,79,100,86,6,66,100,95,0,12,0,33,0,0,0,1,0,9,0,9,92,67,"9,6","6,0","6,4","3,5"
,Captura de Tela (1853).png,Eddie Nketiah,76,0,0,0,0,0,0,0,0,6,79,83,86,5,66,100,95,0,12,0,33,0,0,0,1,0,9,1,9,92,67,"8,2","6,0","4,4","3,5"
,Captura de Tela (1854).png,Ismaila Sarr,82,0,0,0,0,0,0,0,0,4,79,75,86,4,66,75,95,0,12,0,33,0,0,0,1,0,9,2,9,64,67,"6,6","6,0","4,2","3,5"
,Captura de Tela (1855).png,Lewis Cook,77,0,0,0,0,0,0,0,0,7,79,86,86,5,66,100,95,1,12,0,33,0,0,1,1,0,9,1,9,92,67,"8,5","6,0","5,0","3,5"
,Captura de Tela (1856).png,Tom Davies,78,0,0,0,0,0,0,0,0,2,79,100,86,1,66,100,95,3,12,0,33,0,0,0,1,0,9,0,9,28,67,"2,6","6,0","1,5","3,5"
,Captura de Tela (1857).png,Cheick Doucouré,77,0,0,0,0,0,0,0,0,7,79,71,86,6,66,83,95,0,12,0,33,0,0,0,1,0,9,0,9,64,67,"6,3","6,0","3,6","3,5"
,Captura de Tela (1858).png,Marc Guehi,81,0,0,0,0,0,0,0,0,9,79,89,86,7,66,100,95,1,12,0,33,0,0,0,1,1,9,0,9,64,67,"5,6","6,0","2,9","3,5"
,Captura de Tela (1859).png,Chris Richards,76,0,0,0,0,0,0,0,0,5,79,100,86,2,66,100,95,1,12,100,33,0,0,0,1,2,9,0,9,47,67,"3,8","6,0","2,2","3,5"
,Captura de Tela (1860).png,Joachim Andersen,79,0,0,0,0,0,0,0,0,5,79,100,86,5,66,100,95,2,12,100,33,0,0,0,1,1,9,0,9,45,67,"4,1","6,0","2,2","3,9"
,Captura de Tela (1861).png,Tino Livramento,77,0,0,0,0,0,0,0,0,9,79,67,86,9,66,100,95,3,12,33,33,0,0,0,1,1,9,2,9,92,67,"9,4","6,0","6,2","3,5"
,Captura de Tela (1905).png,Jean-Philippe Mateta,79,1,5,2,5,6,18,67,61,15,198,93,95,14,155,93,94,0,14,0,43,0,1,0,1,0,20,2,13,93,63,"7,8","5,2","4,4","3,0"
,Captura de Tela (1906).png,Anthony Gordon,78,1,5,1,5,1,18,100,61,11,198,91,95,8,155,75,94,0,14,0,43,0,1,0,1,1,20,2,13,22,63,"2,0","5,2","1,4","3,0"
,Captura de Tela (1907).png,Ismaita Sarr,82,1,5,0,5,4,18,75,61,13,198,100,95,12,155,75,94,1,14,0,43,1,1,0,1,1,20,4,13,71,63,"6,6","5,2","4,2","3,0"
,Captura de Tela (1908).png,Davies,78,1,5,0,5,3,18,33,33.61,25,198,88,95,20,155,95,94,0,14,0,43,0,1,0,1,1,20,1,13,93,63,"8,9","5,2","5,6","3,0"
,Captura de Tela (1909).png,Will Hughes,76,1,5,1,5,1,18,100,61,3,198,100,95,3,155,100,94,0,14,0,43,0,1,0,1,0,20,0,13,25,63,"2,1","5,2","1,2","3,0"
,Captura de Tela (1910).png,Scott Banks,66,0,5,1,5,0,18,0,61,2,198,100,95,0,155,0,94,0,14,0,43,0,1,0,1,0,20,0,13,25,63,"2,0","5,2","1,1","3,0"
,Captura de Tela (1911).png,Cheick Doucoure,77,0,5,0,5,0,18,0,61,16,198,100,95,12,155,92,94,0,14,0,43,0,1,0,1,0,20,0,13,68,63,"6,1","5,2","3,4","3,0"
,Captura de Tela (1912).png,Eddie Nketiah,76,0,5,0,5,1,18,0,61,8,198,100,95,7,165,100,94,0,14,0,43,0,1,0,1,1,20,0,13,68,63,"5,9","5,2","3,5","3,0"
,Captura de Tela (1913).png,Jefferson Lerma,76,0,5,0,5,0,18,0,61,26,198,100,95,22,155,95,9,4,14,50,43,0,1,0,1,4,20,1,13,93,63,"8,9","5,2","5,6","3,0"
,Captura de Tela (1914).png,Jonathan Gomez,67,0,5,0,5,1,18,100,61,27,198,96,95,22,155,100,94,2,14,100,43,0,1,0,1,4,20,1,13,93,63,"8,3","5,2","5,1","3,0"
,Captura de Tela (1915).png,Chris Richards,76,0,5,0,5,1,18,0,61,8,198,100,95,7,155,100,94,2,14,0,43,0,1,0,1,1,20,1,13,76,63,"5,7","5,2","2,8","3,0"
,Captura de Tela (1916).png,Joachim Andersen,79,0,5,0,5,0,18,0,61,16,198,94,95,10,155,100,94,1,14,100,43,0,1,0,1,5,20,0,13,68,63,"5,4","5,2","2,7","3,0"
,Captura de Tela (1930).png,Jean-Philippe Mateta,79,0,0,0,0,0,1,0,0,9,139,89,91,5,102,100,93,0,13,0,15,0,1,0,0,0,17,1,16,85,67,"7,4","5,9","3,9","3,4"
,Captura de Tela (1931).png,Eddie Nketiah,76,0,0,0,0,0,1,0,0,10,139,80,91,10,102,90,93,1,13,0,15,0,1,0,0,3,17,3,16,92,67,"9,2","5,9","5,9","3,4"
,Captura de Tela (1932).png,Daichi Kamada,80,0,0,0,0,0,1,0,0,16,139,88,89,13,102,85,93,0,13,0,15,0,1,0,0,0,17,4,16,92,67,"8,7","5,9","5,0","3,4"
,Captura de Tela (1933).png,Anthony Gordon,78,0,0,0,0,1,1,0,0,16,139,81,91,11,102,82,93,0,13,0,15,1,1,0,0,2,17,4,16,92,67,"9,0","5,9","5,7","3,4"
,Captura de Tela (1934).png,Jesurun Rak-Sakyi,72,0,0,0,0,0,1,0,0,0,139,0,91,0,102,0,93,0,13,0,15,0,1,0,0,0,17,0,16,7,67,"0,6","5,9","0,4","3,4"
,Captura de Tela (1935).png,Baa Davies,78,0,0,0,0,0,1,0,0,0,139,0,91,0,102,0,93,0,13,0,15,0,1,0,0,0,17,0,16,7,67,"0,6","5,9","0,4","3,4"
,Captura de Tela (1936).png,Lewis Cook,77,0,0,0,0,0,1,0,0,22,139,95,91,19,102,95,93,3,13,33,15,0,1,0,0,3,17,2,16,85,67,"8,5","5,9","5,3","3,4"
,Captura de Tela (1937).png,Kevin Kampl,79,0,0,0,0,0,1,0,0,20,139,100,91,14,102,93,93,2,13,0,15,0,1,0,0,0,17,1,16,92,67,"8,2","5,9","4,5","3,4"
,Captura de Tela (1938).png,Tino Livramento,77,0,0,0,0,0,1,0,0,3,139,100,91,3,102,100,93,1,13,0,15,0,1,0,0,0,17,0,16,7,67,"0,7","5,9","0,5","3,4"
,Captura de Tela (1939).png,Nathan Ferguson,72,0,0,0,0,0,1,0,0,10,139,90,91,7,102,100,93,0,13,0,15,0,1,0,0,1,17,0,16,85,67,"8,0","5,9","5,1","3,4"
,Captura de Tela (1940).png,Chris Richards,76,0,0,0,0,0,1,0,0,2,139,100,91,1,102,100,93,1,13,0,15,0,1,0,0,1,17,0,16,7,67,"0,5","5,9","0,3","3,4"
,Captura de Tela (1941).png,Marc Guehi,81,0,0,0,0,0,1,0,0,9,139,100,91,5,102,100,93,3,13,33,15,0,1,0,0,4,17,0,16,85,67,"6,8","5,9","3,3","3,4"
,Captura de Tela (1942).png,Joachim Andersen,79,0,0,0,0,0,1,0,0,8,139,100,91,6,102,100,93,1,13,0,15,0,1,0,0,1,17,0,16,92,67,"7,4","5,9","3,6","3,4"
,Captura de Tela (1943).png,Daniel Munoz,77,0,0,0,0,0,1,0,0,11,139,82,91,8,102,100,93,1,13,0,15,0,1,0,0,1,17,1,16,92,67,"9,3","5,9","6,3","3,4"
,Captura de Tela (1960).png,Luis Diaz,84,0,1,0,1,3,8,33,63,8,148,88,93,10,103,70,89,1,9,0,22,0,1,0,1,2,16,3,15,79,72,"8,6","7,2","6,2","4,7"
,Captura de Tela (1963).png,Jean-Philippe Mateta,79,0,1,0,1,0,8,0,38,8,102,75,84,5,82,80,95,1,16,0,13,0,1,0,3,0,17,1,17,93,63,"8,7","5,9","5,2","3,8"
,Captura de Tela (1964).png,Daichi Kamada,80,0,1,1,1,2,8,0,38,13,102,69,84,16,82,94,95,1,16,0,13,0,1,0,3,0,17,4,17,93,63,"8,9","5,9","5,4","3,8"
,Captura de Tela (1965).png,Anthony Gordon,78,0,1,0,1,2,8,100,38,7,102,43,84,7,82,100,95,0,16,0,13,0,1,0,3,1,17,5,17,93,63,"9,9","5,9","6,8","3,8"
,Captura de Tela (1966).png,Eddie Nketiah,76,1,1,0,1,2,8,50,38,0,102,0,84,2,82,50,95,1,16,0,13,0,1,1,3,0,17,1,17,28,63,"3,0","5,9","2,1","3,8"
,Captura de Tela (1967).png,Ismaila Sarr,82,0,1,0,1,0,8,0,38,4,102,50,84,4,82,75,95,2,16,0,13,1,1,0,3,1,17,2,17,65,63,"7,4","5,9","5,4","3,8"
,Captura de Tela (1968).png,Will Hughes,76,0,1,0,1,0,8,0,38,8,102,100,84,5,82,100,95,1,16,0,13,0,1,0,3,1,17,0,17,48,63,"4,5","5,9","2,8","3,8"
,Captura de Tela (1969).png,Lewis Cook,77,0,1,0,1,0,8,0,38,8,102,88,84,7,82,100,95,2,16,0,13,0,1,1,3,0,17,1,17,45,63,"4,8","5,9","3,3","3,8"
,Captura de Tela (1970).png,Jefferson Lerma,76,0,1,0,1,1,8,0,38,1,102,100,84,2,82,100,95,0,16,0,13,0,1,0,3,1,17,0,17,17,63,"1,7","5,9","1,2","3,8"
,Captura de Tela (1971).png,Cheick Doucouré,77,0,1,0,1,1,8,0,38,10,102,90,84,8,82,100,95,3,16,0,13,0,1,0,3,2,17,1,17,76,63,"7,9","5,9","5,3","3,8"
,Captura de Tela (1972).png,Daniel Mufioz,77,0,1,0,1,0,8,0,38,3,102,67,84,3,82,100,95,2,16,50,13,0,1,0,3,1,17,1,17,48,63,"4,5","5,9","3,0","3,8"
,Captura de Tela (1973).png,Nathan Ferguson,72,0,1,0,1,0,8,0,38,3,102,100,84,1,82,100,95,0,16,0,13,0,1,0,3,1,17,0,17,45,63,"5,0","5,9","3,7","3,8"
,Captura de Tela (1974).png,Joachim Andersen,79,0,1,0,1,0,8,0,38,6,102,100,84,5,82,100,95,0,16,0,13,0,1,0,3,0,17,0,17,28,63,"1,8","5,9","0,7","3,8"
,Captura de Tela (1975).png,Marc Guehi,81,0,1,0,1,0,8,0,38,7,102,86,84,5,82,100,95,2,16,0,13,0,1,1,3,1,17,1,17,65,63,"5,9","5,9","3,5","3,8"
,Captura de Tela (1976).png,Chris Richards,76,0,1,0,1,0,8,0,38,10,102,100,84,7,82,100,95,0,16,0,13,0,1,0,3,1,17,0,17,93,63,"7,8","5,9","4,4","3,8"
,Captura de Tela (1977).png,Tino Livramento,77,0,1,0,1,0,8,0,38,8,102,100,84,5,82,100,95,1,16,100,13,0,1,0,3,5,17,0,17,93,63,"9,4","5,9","6,3","3,8"
,Captura de Tela (2019).png,Eddie Nketiah,76,0,3,0,3,0,9,0,44,3,193,100,92,3,147,100,88,0,16,0,38,0,0,0,1,0,26,0,22,31,63,"2,5","5,6","1,3","3,4"
,Captura de Tela (2020).png,Jean-Philippe Mateta,79,2,3,0,3,3,9,100,44,8,193,88,92,9,147,100,88,0,16,0,38,0,0,0,1,1,26,1,22,61,63,"5,0","5,6","2,6","3,4"
,Captura de Tela (2021).png,Ismaila Sarr,82,1,3,0,3,4,9,25,44,8,193,88,92,9,147,78,88,1,16,0,38,0,0,0,1,0,26,1,22,92,63,"9,4","5,6","6,6","3,4"
,Captura de Tela (2022).png,Scott Banks,67,0,3,0,3,0,9,0,44,6,193,100,92,5,147,100,88,0,16,0,38,0,0,0,1,0,26,0,22,20,63,"1,9","5,6","1,3","3,4"
,Captura de Tela (2023).png,Jesurun Rak-Sakyi,72,0,3,0,3,1,9,0,44,16,193,94,92,17,147,82,88,1,16,0,38,0,0,0,1,1,26,4,22,72,63,"7,1","5,6","4,5","3,4"
,Captura de Tela (2024).png,Lewis Cook,77,0,3,0,3,0,9,0,44,2,193,100,92,3,147,33,88,0,16,0,38,0,0,0,1,0,26,2,22,20,63,"1,8","5,6","1,1","3,4"
,Captura de Tela (2025).png,Davies,78,0,3,0,3,0,9,0,44,18,193,94,92,16,147,88,88,2,16,50,38,0,0,0,1,1,26,3,22,72,63,"6,8","5,6","4,3","3,4"
,Captura de Tela (2026).png,Jefferson Lerma,76,0,3,1,3,1,9,0,44,30,193,93,92,25,147,92,88,4,16,50,38,0,0,1,1,5,26,4,22,92,63,"8,8","5,6","5,6","3,4"
,Captura de Tela (2027).png,Jefferson Lerma,76,0,3,1,3,1,9,0,44,30,193,93,92,25,147,92,88,4,16,50,38,0,0,1,1,5,26,4,22,92,63,"8,8","5,6","5,6","3,4"
,Captura de Tela (2028).png,Cheick Doucouré,77,0,3,1,3,0,9,0,44,21,193,81,92,12,147,100,88,0,16,0,38,0,0,0,1,1,26,1,22,61,63,"5,7","5,6","3,5","3,4"
,Captura de Tela (2029).png,Jonathan Gomez,67,0,3,0,3,0,9,0,44,13,193,100,92,9,147,78,88,4,16,0,38,0,0,0,1,2,26,1,22,92,63,"9,2","5,6","6,3","3,4"
,Captura de Tela (2030).png,Elias Fink,64,0,3,0,3,0,9,0,44,19,193,100,92,15,147,87,88,1,16,0,38,0,0,0,1,1,26,2,22,92,63,"7,8","5,6","4,4","3,4"
,Captura de Tela (2031).png,James Tomkins,71,0,3,0,3,0,9,0,44,0,193,0,92,0,147,0,88,0,16,0,38,0,0,0,1,0,26,0,22,4,63,"0,5","5,6","0,1","3,4"
,Captura de Tela (2032).png,Joachim Andersen,79,0,3,0,3,0,9,0,44,12,193,92,92,6,147,100,88,2,16,100,38,0,0,0,1,4,26,0,22,88,63,"7,5","5,6","4,2","3,4"
,Captura de Tela (2033).png,Daniel Mufioz,77,0,3,1,3,0,9,0,44,20,193,80,92,9,147,100,88,1,16,100,38,0,0,0,1,5,26,1,22,92,63,"9,7","5,6","6,8","3,4"
,Captura de Tela (2035).png,Eddie Nketian,76,0,3,0,3,0,9,0,44,3,193,100,92,3,147,100,88,0,16,0,38,0,0,0,1,0,26,0,22,31,63,"2,5","5,6","1,3","3,4"
,Captura de Tela (2056).png,Ismaila Sarr,82,1,1,0,1,2,5,50,60,2,91,100,76,2,70,100,93,0,11,0,55,0,0,0,1,0,20,0,19,48,68,"4,8","6,8","0,5","0,7"
,Captura de Tela (2057).png,Eddie Nketiah,76,0,1,0,1,1,5,0,60,3,91,67,76,2,70,100,93,0,11,0,55,0,0,0,1,0,20,0,19,45,68,"4,1","6,8","0,4","0,7"
,Captura de Tela (2058).png,Jesurun Rak-Sakyi,72,0,1,0,1,0,5,0,60,1,91,0,76,2,70,50,93,0,11,0,55,0,0,0,1,0,20,2,19,15,68,"1,7","4,8","0,1","0,7"
,Captura de Tela (2059).png,Daichi Kamada,81,0,1,0,1,0,5,0,60,8,91,100,76,6,70,100,93,0,11,0,55,0,0,0,1,1,20,0,19,78,68,"8,2","6,8","0,5","0,7"
,Captura de Tela (2060).png,Davies,78,0,1,1,1,0,5,0,60,9,91,100,76,10,70,90,93,0,11,0,55,0,0,0,1,0,20,1,19,93,68,"9,8","6,8","0,9","0,7"
,Captura de Tela (2061).png,Lewis Cook,77,0,1,0,1,1,5,100,60,11,91,73,76,8,70,100,93,1,11,0,55,0,0,0,1,0,20,3,19,93,68,"9,9","6,8","1,2","0,7"
,Captura de Tela (2062).png,Anthony Gordon,78,0,1,0,1,1,5,100,60,8,91,75,76,7,70,100,93,0,11,0,55,0,0,0,1,0,20,2,19,93,68,"0,0","6,8","1,0","0,7"
,Captura de Tela (2063).png,Will Swedes,76,0,1,0,1,0,5,0,60,0,91,0,76,0,70,0,93,0,11,0,55,0,0,0,1,0,20,0,19,15,68,"1,7","4,8","0,1","0,7"
,Captura de Tela (2064).png,Cheick Doucouré,77,0,1,0,1,0,5,0,60,7,91,86,76,5,70,80,93,0,11,0,55,0,0,0,1,4,20,2,19,78,68,"8,7","46,8","0,9","0,7"
,Captura de Tela (2065).png,Mitchell,77,0,1,0,1,0,5,0,60,6,71,50,76,5,70,100,93,1,11,100,55,0,0,0,1,0,20,3,19,48,68,"5,7","6,8","1,0","0,7"
,Captura de Tela (2066).png,Nathan Ferguson,72,0,1,0,1,0,5,0,60,5,91,20,76,3,70,100,93,1,11,100,55,0,0,0,1,2,20,3,19,45,68,"4,9","6,8","0,8","0,7"
,Captura de Tela (2067).png,Gueéhi,81,0,1,0,1,0,5,0,60,7,91,86,76,4,70,100,93,5,11,80,55,0,0,0,1,5,20,0,19,93,68,"9,0","6,8","0,7","40,7"
,Captura de Tela (2068).png,Chris Richards,76,0,1,0,1,0,5,0,60,5,91,80,76,3,70,100,93,2,11,0,55,0,0,0,1,1,20,0,19,93,68,"8,4","6,8","0,5","0,7"
,Captura de Tela (2069).png,Tino Livramento,77,0,1,0,1,0,5,0,60,14,91,86,76,12,70,83,93,1,11,0,55,0,0,1,1,4,20,1,19,93,68,"0,6","6,8","1,9","40,7"
,Captura de Tela (2082).png,Jean-Philippe Mateta,79,1,2,0,2,2,5,50,40,2,72,100,85,2,58,100,91,0,13,0,23,0,0,0,1,0,13,0,13,70,78,"6,9","7,5","0,6","0,7"
,Captura de Tela (2083).png,Ismaila Sarr,82,1,2,1,2,1,5,100,40,10,72,60,85,10,58,80,91,1,13,100,23,0,0,0,1,3,13,4,13,93,78,"0,3","7,5","1,3","0,7"
,Captura de Tela (2084).png,Daichi Kamada,81,0,2,0,2,0,5,0,40,1,72,100,85,2,58,50,91,0,13,0,23,0,0,0,1,0,13,0,13,23,78,"2,4","7,5","0,3","0,7"
,Captura de Tela (2085).png,Anthony Gordon,78,0,2,0,2,0,5,0,40,5,72,100,85,3,58,100,91,1,13,0,23,0,0,0,1,1,13,0,13,93,78,"0,0","7,5","0,9","0,7"
,Captura de Tela (2086).png,Davies,78,0,2,0,2,2,5,0,40,8,72,88,85,9,58,100,91,1,13,100,23,0,0,0,1,1,13,2,13,93,78,"9,6","7,5","0,8","0,7"
,Captura de Tela (2087).png,Jefferson Lerma,76,0,2,1,2,0,5,0,40,7,72,86,85,4,58,75,91,1,13,0,23,0,0,0,1,1,13,2,13,93,78,"9,5",75,"0,8","0,7"
,Captura de Tela (2088).png,Cheick Doucouré,77,0,2,0,2,0,5,0,40,4,72,100,85,4,58,100,91,1,13,0,23,0,0,0,1,0,13,0,13,93,78,"9,0","7,5","0,7","0,7"
,Captura de Tela (2089).png,Nathan Ferguson,72,0,2,0,2,0,5,0,40,7,72,86,85,6,58,83,91,3,13,33,23,0,0,0,1,3,13,2,13,70,78,"7,5","7,5","0,8","0,7"
,Captura de Tela (2090).png,Marc Guehi,81,0,2,0,2,0,5,0,40,9,72,89,85,5,58,100,91,3,13,0,23,0,0,1,1,1,13,0,13,93,78,"7,8","7,5","0,4","0,7"
,Captura de Tela (2091).png,Joachim Andersen,79,0,2,0,2,0,5,0,40,6,72,83,85,5,58,100,91,1,13,0,23,0,0,0,1,1,13,1,13,93,78,"7,7",75,"0,4","0,7"
,Captura de Tela (2092).png,Dantel Mufioz,77,0,2,0,2,0,5,0,40,9,72,78,85,7,58,100,91,1,13,0,23,0,0,0,1,1,13,2,13,93,78,"0,1","7,5","1,6","20,7"
